Vendedor,Mês,QuantidadeVendida,ValorVendido,TipoPagamento,Parcelas
Dra. Pietra Viana,Outubro,28,15439.41,Dinheiro,
Ana Sophia Araújo,Janeiro,37,70865.56,PIX,
Samuel Pereira,Setembro,12,2591.38,Cartão de Crédito,4
Dr. Davi Lucas da Rosa,Abril,3,789.41,Dinheiro,
Antônio Carvalho,Outubro,31,41515.03,Cartão de Crédito,2
João Gabriel Monteiro,Maio,10,3398.8,PIX,
Dr. Davi Lucas da Rosa,Setembro,48,24404.94,Dinheiro,
Clarice Porto,Março,31,25574.5,Dinheiro,
Ana Sophia Araújo,Outubro,41,44600.21,PIX,
Enzo Santos,Novembro,45,8716.41,Cartão de Crédito,12
Sr. Bryan Nascimento,Setembro,3,1865.19,Cartão de Crédito,2
João Gabriel Monteiro,Maio,36,3942.55,PIX,
Sr. Bryan Nascimento,Abril,29,44101.08,PIX,
Dr. Davi Lucas da Rosa,Setembro,26,22372.11,Dinheiro,
Alice da Paz,Fevereiro,23,16559.14,PIX,
Enzo Santos,Janeiro,23,13008.62,Cartão de Crédito,4
Ana Sophia Araújo,Outubro,28,28578.37,PIX,
João Gabriel Monteiro,Dezembro,26,33869.81,Cartão de Crédito,4
Vicente Cavalcanti,Janeiro,41,30021.84,Cartão de Crédito,4
João Gabriel Monteiro,Dezembro,20,25713.93,Cartão de Crédito,1
Clarice Porto,Dezembro,10,14501.35,PIX,
Enzo Santos,Agosto,48,61940.21,Dinheiro,
Vicente Cavalcanti,Setembro,24,36046.55,Cartão de Crédito,1
João Gabriel Monteiro,Junho,21,30933.93,Dinheiro,
Sr. Bryan Nascimento,Novembro,14,16218.4,Cartão de Crédito,12
Alice da Paz,Agosto,22,38764.63,Dinheiro,
Vicente Cavalcanti,Fevereiro,11,9173.2,PIX,
Nicolas Pereira,Abril,39,31374.84,PIX,
Emilly Almeida,Setembro,18,11669.14,PIX,
Ana Sophia Araújo,Agosto,36,45290.51,Cartão de Crédito,4
Sr. Bryan Nascimento,Junho,6,8195.86,Dinheiro,
Samuel Pereira,Outubro,7,8775.09,Cartão de Crédito,4
Alice da Paz,Junho,24,5524.59,Dinheiro,
Emilly Almeida,Dezembro,18,12023.59,PIX,
Clarice Porto,Março,22,10811.16,Cartão de Crédito,4
João Gabriel Monteiro,Maio,40,45153.82,Dinheiro,
Dr. Davi Lucas da Rosa,Novembro,49,27666.41,Dinheiro,
Antônio Carvalho,Novembro,37,37153.57,PIX,
Alice da Paz,Julho,23,18872.58,PIX,
Clarice Porto,Janeiro,31,4203.91,PIX,
Nicolas Pereira,Dezembro,40,24012.62,Dinheiro,
Sarah Viana,Novembro,20,10460.89,PIX,
Dra. Pietra Viana,Agosto,43,44547.81,PIX,
Sr. Bryan Nascimento,Julho,37,15982.91,Cartão de Crédito,12
Ana Sophia Araújo,Outubro,18,28054.72,Cartão de Crédito,4
Enzo Santos,Dezembro,16,10673.13,Cartão de Crédito,3
Sarah Viana,Junho,38,37287.29,Cartão de Crédito,1
Emilly Almeida,Janeiro,8,2670.65,PIX,
Emilly Almeida,Maio,30,28926.69,Cartão de Crédito,3
Clarice Porto,Maio,16,21761.65,Dinheiro,
Nicolas Pereira,Dezembro,35,35669.81,Cartão de Crédito,3
Antônio Carvalho,Agosto,33,24415.26,PIX,
Sra. Elisa das Neves,Abril,22,13501.19,Dinheiro,
Emilly Almeida,Agosto,20,5618.77,Dinheiro,
Antônio Carvalho,Novembro,24,23722.24,Dinheiro,
Emilly Almeida,Junho,10,5517.96,Cartão de Crédito,6
Antônio Carvalho,Junho,23,26452.45,Dinheiro,
Samuel Pereira,Outubro,23,23537.52,Dinheiro,
Nicolas Pereira,Agosto,24,44715.25,Cartão de Crédito,12
Enzo Santos,Julho,3,1185.69,Dinheiro,
Dr. Davi Lucas da Rosa,Maio,41,53977.43,Cartão de Crédito,4
Vicente Cavalcanti,Abril,14,21128.25,Dinheiro,
Dr. Davi Lucas da Rosa,Novembro,20,18873.5,PIX,
Ana Sophia Araújo,Agosto,7,4046.58,Dinheiro,
Alice da Paz,Novembro,46,12991.8,Dinheiro,
Alice da Paz,Novembro,38,39115.89,Dinheiro,
Sarah Viana,Maio,8,9250.76,Dinheiro,
Antônio Carvalho,Outubro,22,43778.21,Dinheiro,
Samuel Pereira,Abril,32,60280.87,PIX,
Samuel Pereira,Julho,3,999.17,Cartão de Crédito,2
Clarice Porto,Julho,7,956.62,PIX,
Antônio Carvalho,Outubro,44,7011.65,Cartão de Crédito,1
Alice da Paz,Dezembro,3,5658.67,PIX,
Clarice Porto,Novembro,18,21452.14,PIX,
Dra. Pietra Viana,Julho,45,55576.2,Dinheiro,
Antônio Carvalho,Junho,44,12581.66,Dinheiro,
Vicente Cavalcanti,Fevereiro,48,77589.14,Dinheiro,
Dr. Davi Lucas da Rosa,Abril,43,49208.63,Dinheiro,
Enzo Santos,Agosto,26,36036.68,PIX,
Sarah Viana,Julho,32,63991.32,PIX,
João Gabriel Monteiro,Novembro,23,33031.19,Dinheiro,
Enzo Santos,Janeiro,32,6713.81,Cartão de Crédito,2
Dra. Pietra Viana,Setembro,14,8584.41,Cartão de Crédito,2
Sarah Viana,Junho,7,10718.64,Dinheiro,
Ana Sophia Araújo,Fevereiro,18,8283.0,Dinheiro,
Alice da Paz,Maio,11,11393.23,PIX,
Clarice Porto,Abril,28,24356.03,Dinheiro,
João Gabriel Monteiro,Abril,21,21243.38,Dinheiro,
Clarice Porto,Julho,29,45251.27,Cartão de Crédito,12
Nicolas Pereira,Setembro,2,944.87,Dinheiro,
Ana Sophia Araújo,Novembro,4,7347.71,Dinheiro,
Samuel Pereira,Abril,24,37702.58,PIX,
Sr. Bryan Nascimento,Junho,36,59261.13,PIX,
Sr. Bryan Nascimento,Janeiro,33,14216.46,PIX,
Vicente Cavalcanti,Novembro,27,14872.7,Dinheiro,
Alice da Paz,Outubro,17,24553.61,Cartão de Crédito,2
João Gabriel Monteiro,Setembro,49,53599.68,PIX,
Clarice Porto,Fevereiro,6,9836.83,Dinheiro,
Vicente Cavalcanti,Abril,11,2679.18,Dinheiro,
Emilly Almeida,Março,21,36682.81,PIX,
Sra. Elisa das Neves,Fevereiro,38,39122.54,Dinheiro,
Dra. Pietra Viana,Outubro,10,17015.14,Dinheiro,
Sr. Bryan Nascimento,Maio,26,50851.24,PIX,
Alice da Paz,Maio,41,53108.1,PIX,
João Gabriel Monteiro,Junho,45,22862.85,PIX,
Emilly Almeida,Junho,18,11595.23,Cartão de Crédito,1
Dra. Pietra Viana,Fevereiro,50,70315.59,Dinheiro,
Sr. Bryan Nascimento,Dezembro,22,5766.71,PIX,
João Gabriel Monteiro,Agosto,13,13926.87,Cartão de Crédito,12
Antônio Carvalho,Março,4,1966.19,Dinheiro,
Emilly Almeida,Setembro,7,9877.22,Cartão de Crédito,4
Sr. Bryan Nascimento,Dezembro,28,30091.12,Cartão de Crédito,6
Dr. Davi Lucas da Rosa,Maio,32,60297.26,PIX,
Enzo Santos,Novembro,9,3735.39,Cartão de Crédito,3
Emilly Almeida,Setembro,16,7629.12,PIX,
Nicolas Pereira,Janeiro,7,2180.18,PIX,
Vicente Cavalcanti,Setembro,14,25643.73,Cartão de Crédito,2
Ana Sophia Araújo,Setembro,31,54840.69,PIX,
João Gabriel Monteiro,Maio,30,54752.45,Cartão de Crédito,12
Clarice Porto,Janeiro,27,36629.83,PIX,
Enzo Santos,Fevereiro,35,19276.35,PIX,
Enzo Santos,Março,48,59857.45,Cartão de Crédito,4
Enzo Santos,Novembro,31,43684.63,Cartão de Crédito,12
Enzo Santos,Março,7,7336.54,Cartão de Crédito,3
Dra. Pietra Viana,Setembro,34,28900.97,Cartão de Crédito,12
Nicolas Pereira,Fevereiro,33,27748.67,Dinheiro,
Sarah Viana,Janeiro,15,26752.37,Dinheiro,
Vicente Cavalcanti,Julho,20,26864.97,PIX,
Nicolas Pereira,Outubro,28,27658.67,Cartão de Crédito,6
Clarice Porto,Fevereiro,26,4428.05,Dinheiro,
João Gabriel Monteiro,Novembro,49,26377.33,Dinheiro,
Ana Sophia Araújo,Julho,17,27413.54,Dinheiro,
Ana Sophia Araújo,Outubro,47,68072.2,PIX,
Emilly Almeida,Janeiro,15,10003.48,PIX,
Sr. Bryan Nascimento,Novembro,8,11518.55,Dinheiro,
Alice da Paz,Novembro,4,1337.71,Cartão de Crédito,12
Sr. Bryan Nascimento,Junho,36,42852.58,Cartão de Crédito,4
Dra. Pietra Viana,Março,38,32048.96,Cartão de Crédito,4
Nicolas Pereira,Março,8,15403.03,Cartão de Crédito,1
Clarice Porto,Abril,41,74313.47,Dinheiro,
Vicente Cavalcanti,Junho,11,9491.96,Cartão de Crédito,2
Vicente Cavalcanti,Fevereiro,28,33197.78,Cartão de Crédito,6
Samuel Pereira,Setembro,30,23909.79,PIX,
Dra. Pietra Viana,Janeiro,10,17431.95,Dinheiro,
Sarah Viana,Abril,50,99397.2,Dinheiro,
Sarah Viana,Setembro,20,9300.72,Dinheiro,
Emilly Almeida,Fevereiro,1,875.68,PIX,
Sarah Viana,Junho,6,6072.2,PIX,
João Gabriel Monteiro,Maio,25,29760.73,Dinheiro,
Samuel Pereira,Junho,8,1195.17,Cartão de Crédito,12
Sra. Elisa das Neves,Maio,4,7295.83,Cartão de Crédito,2
João Gabriel Monteiro,Setembro,16,7357.71,Dinheiro,
Antônio Carvalho,Junho,33,62959.83,Dinheiro,
Samuel Pereira,Agosto,37,44346.66,Cartão de Crédito,3
Dr. Davi Lucas da Rosa,Outubro,30,8698.08,PIX,
Sra. Elisa das Neves,Agosto,45,6793.6,Cartão de Crédito,3
Enzo Santos,Setembro,29,52906.26,Dinheiro,
Nicolas Pereira,Fevereiro,9,5237.4,Dinheiro,
Enzo Santos,Janeiro,22,6096.71,PIX,
Nicolas Pereira,Setembro,15,23181.84,Dinheiro,
Dra. Pietra Viana,Outubro,21,10432.47,PIX,
Enzo Santos,Setembro,17,5424.3,Dinheiro,
Alice da Paz,Julho,30,29492.93,Dinheiro,
Enzo Santos,Janeiro,1,836.77,Cartão de Crédito,3
Antônio Carvalho,Novembro,46,85988.61,Dinheiro,
Alice da Paz,Novembro,41,56160.29,Cartão de Crédito,1
Emilly Almeida,Agosto,49,26902.72,Cartão de Crédito,2
Vicente Cavalcanti,Maio,38,60927.9,Dinheiro,
Sr. Bryan Nascimento,Dezembro,47,44991.16,PIX,
João Gabriel Monteiro,Maio,22,7061.77,Cartão de Crédito,3
Dra. Pietra Viana,Maio,35,60609.22,Dinheiro,
Nicolas Pereira,Dezembro,29,42867.43,Cartão de Crédito,1
Dra. Pietra Viana,Fevereiro,23,19212.63,PIX,
Sr. Bryan Nascimento,Maio,11,11208.26,PIX,
Clarice Porto,Outubro,24,39683.86,Dinheiro,
João Gabriel Monteiro,Maio,31,27458.48,Cartão de Crédito,1
Sra. Elisa das Neves,Janeiro,31,59253.09,Dinheiro,
Alice da Paz,Julho,20,35482.29,PIX,
Nicolas Pereira,Novembro,48,36819.71,PIX,
Alice da Paz,Março,33,38742.7,PIX,
Vicente Cavalcanti,Março,25,34948.37,Cartão de Crédito,3
Dra. Pietra Viana,Junho,18,34059.95,Dinheiro,
Ana Sophia Araújo,Abril,38,4552.07,Dinheiro,
Nicolas Pereira,Novembro,25,27600.17,PIX,
Samuel Pereira,Julho,1,1701.42,PIX,
Samuel Pereira,Outubro,47,58053.1,Dinheiro,
Samuel Pereira,Julho,5,2575.6,Cartão de Crédito,4
Dr. Davi Lucas da Rosa,Setembro,31,5089.05,PIX,
João Gabriel Monteiro,Agosto,30,28024.87,PIX,
Alice da Paz,Janeiro,49,65811.09,Dinheiro,
Clarice Porto,Julho,10,8148.72,PIX,
Alice da Paz,Outubro,12,21248.99,PIX,
Sra. Elisa das Neves,Novembro,6,1228.99,PIX,
Dr. Davi Lucas da Rosa,Abril,23,7683.96,Dinheiro,
Clarice Porto,Julho,12,5473.43,Cartão de Crédito,4
Dra. Pietra Viana,Novembro,11,7107.07,Cartão de Crédito,2
Sarah Viana,Novembro,50,27976.36,Cartão de Crédito,2
Clarice Porto,Outubro,15,8688.59,PIX,
Ana Sophia Araújo,Julho,46,82350.78,PIX,
Clarice Porto,Maio,46,24401.85,Cartão de Crédito,4
Clarice Porto,Junho,42,14615.08,PIX,
Alice da Paz,Setembro,26,18562.06,Cartão de Crédito,6
Nicolas Pereira,Fevereiro,9,9550.01,Cartão de Crédito,4
Samuel Pereira,Janeiro,3,4777.18,PIX,
Nicolas Pereira,Setembro,36,26605.09,Dinheiro,
Alice da Paz,Junho,16,4841.67,Dinheiro,
Emilly Almeida,Setembro,1,586.26,PIX,
Antônio Carvalho,Maio,10,11058.74,Cartão de Crédito,3
Sarah Viana,Agosto,27,41694.8,PIX,
Vicente Cavalcanti,Junho,22,35669.86,PIX,
Dra. Pietra Viana,Julho,36,39854.32,PIX,
Dra. Pietra Viana,Julho,2,2779.2,Cartão de Crédito,2
Samuel Pereira,Outubro,9,3786.2,Cartão de Crédito,1
João Gabriel Monteiro,Agosto,3,5441.2,Cartão de Crédito,6
Samuel Pereira,Junho,36,31047.81,PIX,
João Gabriel Monteiro,Abril,38,59804.52,Dinheiro,
Vicente Cavalcanti,Setembro,31,36429.17,PIX,
Vicente Cavalcanti,Setembro,32,15541.35,Dinheiro,
Sra. Elisa das Neves,Maio,11,17936.32,Dinheiro,
Antônio Carvalho,Julho,12,14339.12,Cartão de Crédito,4
João Gabriel Monteiro,Novembro,37,31278.82,PIX,
Sra. Elisa das Neves,Julho,1,545.46,Cartão de Crédito,6
Dra. Pietra Viana,Setembro,1,994.91,Cartão de Crédito,3
Sra. Elisa das Neves,Dezembro,3,1319.15,PIX,
Nicolas Pereira,Junho,44,11028.48,Cartão de Crédito,2
Emilly Almeida,Março,47,67505.43,Cartão de Crédito,1
Samuel Pereira,Agosto,24,15968.62,PIX,
Sra. Elisa das Neves,Julho,18,19920.09,Dinheiro,
Vicente Cavalcanti,Novembro,45,10326.89,PIX,
Enzo Santos,Julho,9,15853.03,PIX,
Emilly Almeida,Dezembro,2,3163.69,PIX,
Vicente Cavalcanti,Julho,44,61293.64,PIX,
Nicolas Pereira,Maio,11,18347.45,Cartão de Crédito,12
Enzo Santos,Janeiro,31,34585.22,PIX,
Nicolas Pereira,Dezembro,35,65478.29,Cartão de Crédito,2
Ana Sophia Araújo,Outubro,24,25550.6,PIX,
Vicente Cavalcanti,Abril,45,51985.91,PIX,
Dra. Pietra Viana,Dezembro,42,5035.16,Cartão de Crédito,1
Sr. Bryan Nascimento,Maio,22,20819.15,Dinheiro,
Vicente Cavalcanti,Abril,9,7762.84,Cartão de Crédito,3
Samuel Pereira,Novembro,35,26259.01,Dinheiro,
Sra. Elisa das Neves,Outubro,41,39957.63,Cartão de Crédito,3
Ana Sophia Araújo,Dezembro,7,8221.1,PIX,
Clarice Porto,Agosto,43,15103.56,Dinheiro,
Vicente Cavalcanti,Junho,5,5928.84,Cartão de Crédito,1
Sr. Bryan Nascimento,Setembro,10,11444.47,Dinheiro,
Antônio Carvalho,Março,16,8496.08,Cartão de Crédito,6
Alice da Paz,Janeiro,18,21476.94,Cartão de Crédito,4
Clarice Porto,Junho,33,13427.64,Cartão de Crédito,3
Dra. Pietra Viana,Novembro,24,44100.54,Cartão de Crédito,1
Enzo Santos,Abril,39,51763.0,Cartão de Crédito,3
Clarice Porto,Março,2,3635.34,PIX,
Antônio Carvalho,Agosto,20,28447.66,Cartão de Crédito,3
João Gabriel Monteiro,Março,20,23328.96,PIX,
Sr. Bryan Nascimento,Abril,38,33549.68,PIX,
Vicente Cavalcanti,Junho,39,9807.88,Dinheiro,
Sarah Viana,Dezembro,5,2189.26,Dinheiro,
Clarice Porto,Agosto,47,44843.19,Dinheiro,
Enzo Santos,Dezembro,30,30360.94,PIX,
Nicolas Pereira,Abril,41,27915.32,Dinheiro,
João Gabriel Monteiro,Junho,20,25660.16,PIX,
Dra. Pietra Viana,Agosto,11,13715.27,PIX,
Antônio Carvalho,Agosto,8,5930.89,PIX,
Dr. Davi Lucas da Rosa,Dezembro,20,10466.42,Dinheiro,
Sr. Bryan Nascimento,Novembro,42,7632.25,Cartão de Crédito,6
João Gabriel Monteiro,Outubro,4,6198.03,Cartão de Crédito,3
João Gabriel Monteiro,Setembro,42,5697.27,PIX,
Vicente Cavalcanti,Maio,31,37331.64,PIX,
Ana Sophia Araújo,Novembro,2,2939.78,Dinheiro,
Nicolas Pereira,Janeiro,39,8776.93,Dinheiro,
Antônio Carvalho,Agosto,15,15119.64,Cartão de Crédito,3
João Gabriel Monteiro,Março,26,21467.98,Dinheiro,
Sr. Bryan Nascimento,Março,9,7158.04,Dinheiro,
Vicente Cavalcanti,Janeiro,15,13258.85,Dinheiro,
Sarah Viana,Janeiro,39,60251.17,Dinheiro,
Nicolas Pereira,Novembro,4,7334.02,Dinheiro,
Antônio Carvalho,Março,30,16778.43,Dinheiro,
Sra. Elisa das Neves,Agosto,12,19886.7,PIX,
Nicolas Pereira,Fevereiro,17,17570.36,PIX,
Enzo Santos,Outubro,1,1769.72,Dinheiro,
Sra. Elisa das Neves,Setembro,18,6104.88,Dinheiro,
Dr. Davi Lucas da Rosa,Abril,14,27438.51,Dinheiro,
Dra. Pietra Viana,Dezembro,18,17134.43,PIX,
Vicente Cavalcanti,Março,37,41570.89,Cartão de Crédito,12
Dr. Davi Lucas da Rosa,Junho,40,35711.48,PIX,
João Gabriel Monteiro,Dezembro,31,49484.73,Cartão de Crédito,3
Sarah Viana,Outubro,2,3200.65,Cartão de Crédito,4
Dr. Davi Lucas da Rosa,Março,48,32268.97,Dinheiro,
Dr. Davi Lucas da Rosa,Abril,26,18627.69,Cartão de Crédito,12
Sarah Viana,Março,39,45601.08,Dinheiro,
Ana Sophia Araújo,Dezembro,41,8431.41,PIX,
Sr. Bryan Nascimento,Agosto,27,6165.5,Dinheiro,
Nicolas Pereira,Maio,10,9580.59,PIX,
Sarah Viana,Dezembro,46,32995.04,PIX,
Emilly Almeida,Janeiro,46,85102.12,Cartão de Crédito,12
Sarah Viana,Fevereiro,26,33190.61,Dinheiro,
Vicente Cavalcanti,Dezembro,46,70143.45,Dinheiro,
Enzo Santos,Agosto,24,39400.97,PIX,
Clarice Porto,Abril,40,18930.42,Cartão de Crédito,12
Clarice Porto,Julho,38,5188.02,PIX,
Sr. Bryan Nascimento,Abril,48,75742.0,Dinheiro,
Sr. Bryan Nascimento,Março,45,34147.95,Dinheiro,
Alice da Paz,Setembro,45,23517.94,PIX,
Sarah Viana,Abril,33,9482.72,Cartão de Crédito,2
Ana Sophia Araújo,Agosto,15,9401.17,Cartão de Crédito,12
João Gabriel Monteiro,Novembro,14,2742.6,Cartão de Crédito,4
Nicolas Pereira,Fevereiro,12,4677.62,PIX,
João Gabriel Monteiro,Maio,2,2607.46,Dinheiro,
Antônio Carvalho,Abril,46,76174.64,Cartão de Crédito,1
Sarah Viana,Abril,23,4258.74,Cartão de Crédito,4
Ana Sophia Araújo,Março,16,26573.58,PIX,
Sra. Elisa das Neves,Janeiro,32,46289.07,PIX,
Antônio Carvalho,Junho,35,60636.76,Cartão de Crédito,6
Nicolas Pereira,Novembro,45,8973.98,Cartão de Crédito,2
João Gabriel Monteiro,Novembro,44,60838.67,PIX,
Enzo Santos,Maio,5,1247.61,Dinheiro,
Vicente Cavalcanti,Junho,24,41426.8,Cartão de Crédito,3
Sarah Viana,Setembro,3,5665.87,Dinheiro,
Sra. Elisa das Neves,Outubro,6,10227.08,Dinheiro,
João Gabriel Monteiro,Junho,2,1527.33,Dinheiro,
Sarah Viana,Dezembro,45,31010.16,PIX,
João Gabriel Monteiro,Fevereiro,40,58184.25,PIX,
Sra. Elisa das Neves,Junho,45,47011.66,PIX,
Antônio Carvalho,Agosto,8,14390.87,PIX,
Enzo Santos,Abril,12,23060.47,Dinheiro,
Emilly Almeida,Março,18,15807.62,Cartão de Crédito,4
Sra. Elisa das Neves,Dezembro,27,9580.76,Cartão de Crédito,12
Emilly Almeida,Setembro,43,34094.67,Dinheiro,
Enzo Santos,Abril,21,7343.79,Cartão de Crédito,4
Enzo Santos,Fevereiro,21,3757.27,Cartão de Crédito,1
Antônio Carvalho,Outubro,36,48711.88,Dinheiro,
Dr. Davi Lucas da Rosa,Junho,43,57579.11,Dinheiro,
Alice da Paz,Agosto,5,3407.68,Dinheiro,
Sarah Viana,Dezembro,28,4075.67,Dinheiro,
Ana Sophia Araújo,Dezembro,49,60095.33,Cartão de Crédito,1
Sra. Elisa das Neves,Maio,49,75126.29,Dinheiro,
Sra. Elisa das Neves,Janeiro,47,24037.83,Cartão de Crédito,4
Sr. Bryan Nascimento,Setembro,34,35754.04,Cartão de Crédito,6
Clarice Porto,Abril,3,1901.97,PIX,
Emilly Almeida,Fevereiro,25,47067.86,Dinheiro,
Dra. Pietra Viana,Fevereiro,27,52301.22,PIX,
Samuel Pereira,Setembro,47,36161.67,Dinheiro,
Sr. Bryan Nascimento,Novembro,23,43054.47,Dinheiro,
Ana Sophia Araújo,Junho,41,6840.88,Dinheiro,
Enzo Santos,Junho,26,40082.02,Dinheiro,
Dr. Davi Lucas da Rosa,Março,25,25235.07,Dinheiro,
Ana Sophia Araújo,Janeiro,31,59010.61,Dinheiro,
Alice da Paz,Março,1,1475.6,Dinheiro,
Sra. Elisa das Neves,Novembro,43,81395.36,PIX,
Alice da Paz,Março,41,19146.81,Cartão de Crédito,3
Enzo Santos,Maio,2,1971.22,Cartão de Crédito,12
Samuel Pereira,Dezembro,50,7733.94,Dinheiro,
Sarah Viana,Janeiro,50,43032.52,PIX,
João Gabriel Monteiro,Setembro,49,60612.44,Dinheiro,
Clarice Porto,Junho,7,9232.53,PIX,
Nicolas Pereira,Outubro,36,17582.3,PIX,
João Gabriel Monteiro,Fevereiro,17,14217.16,PIX,
Clarice Porto,Janeiro,28,22958.45,Dinheiro,
Samuel Pereira,Julho,29,23428.84,Dinheiro,
Antônio Carvalho,Agosto,7,1817.21,PIX,
Antônio Carvalho,Julho,3,2301.24,Dinheiro,
Dr. Davi Lucas da Rosa,Junho,26,12837.07,PIX,
Sarah Viana,Fevereiro,33,6360.67,Dinheiro,
Emilly Almeida,Agosto,14,17056.0,Cartão de Crédito,1
Samuel Pereira,Janeiro,9,6876.28,PIX,
Enzo Santos,Junho,49,78542.77,Cartão de Crédito,4
Samuel Pereira,Agosto,31,49902.05,Cartão de Crédito,12
Sarah Viana,Fevereiro,25,26018.63,Dinheiro,
Alice da Paz,Fevereiro,38,60315.61,PIX,
Sra. Elisa das Neves,Junho,19,21664.96,Dinheiro,
Vicente Cavalcanti,Janeiro,7,2609.58,Dinheiro,
Ana Sophia Araújo,Março,24,45961.9,PIX,
Antônio Carvalho,Junho,2,2701.1,PIX,
Nicolas Pereira,Outubro,3,3191.5,Dinheiro,
Samuel Pereira,Janeiro,43,50344.91,Dinheiro,
Sr. Bryan Nascimento,Abril,37,63218.5,PIX,
Emilly Almeida,Agosto,16,17421.02,PIX,
Vicente Cavalcanti,Maio,25,7126.34,Cartão de Crédito,1
Sarah Viana,Maio,16,17595.02,Dinheiro,
Ana Sophia Araújo,Janeiro,2,2405.0,PIX,
Sarah Viana,Junho,11,13955.34,Dinheiro,
João Gabriel Monteiro,Abril,2,2068.53,Dinheiro,
Nicolas Pereira,Fevereiro,29,57536.59,Dinheiro,
Emilly Almeida,Julho,21,41615.75,PIX,
Dr. Davi Lucas da Rosa,Julho,10,10727.71,PIX,
Samuel Pereira,Abril,23,6660.22,Dinheiro,
Dr. Davi Lucas da Rosa,Julho,11,4136.19,Cartão de Crédito,4
Dr. Davi Lucas da Rosa,Junho,41,35588.77,Cartão de Crédito,2
Vicente Cavalcanti,Abril,3,1038.94,PIX,
Ana Sophia Araújo,Junho,25,37819.01,PIX,
Sr. Bryan Nascimento,Fevereiro,12,9394.91,Dinheiro,
Antônio Carvalho,Setembro,37,55481.49,PIX,
Sra. Elisa das Neves,Setembro,41,17031.54,Dinheiro,
João Gabriel Monteiro,Janeiro,22,5103.0,PIX,
Enzo Santos,Janeiro,46,51993.96,Cartão de Crédito,2
Sarah Viana,Outubro,9,9241.32,Dinheiro,
Nicolas Pereira,Maio,32,41801.05,Cartão de Crédito,6
Dra. Pietra Viana,Julho,13,11582.22,PIX,
Vicente Cavalcanti,Agosto,26,32808.05,Dinheiro,
Dr. Davi Lucas da Rosa,Maio,20,13511.38,Cartão de Crédito,2
Vicente Cavalcanti,Maio,45,51979.98,PIX,
Dra. Pietra Viana,Setembro,26,12054.81,Cartão de Crédito,2
Sr. Bryan Nascimento,Agosto,16,15645.52,PIX,
Antônio Carvalho,Janeiro,15,28376.13,Cartão de Crédito,6
Ana Sophia Araújo,Dezembro,10,8224.92,PIX,
Emilly Almeida,Outubro,8,14785.32,Cartão de Crédito,6
Dr. Davi Lucas da Rosa,Abril,43,51175.63,Cartão de Crédito,4
Sra. Elisa das Neves,Janeiro,17,16370.66,Cartão de Crédito,6
Clarice Porto,Dezembro,8,13428.45,Dinheiro,
Dr. Davi Lucas da Rosa,Outubro,9,13445.2,PIX,
Emilly Almeida,Novembro,39,14497.38,PIX,
Samuel Pereira,Agosto,27,31438.2,Dinheiro,
Dr. Davi Lucas da Rosa,Abril,19,4188.4,Cartão de Crédito,2
Nicolas Pereira,Fevereiro,18,4988.68,Cartão de Crédito,6
Sra. Elisa das Neves,Fevereiro,36,46930.59,PIX,
Ana Sophia Araújo,Junho,6,8550.45,Cartão de Crédito,2
Antônio Carvalho,Novembro,8,7563.0,Dinheiro,
Emilly Almeida,Janeiro,20,13849.13,Cartão de Crédito,6
Antônio Carvalho,Julho,1,1187.8,PIX,
Dr. Davi Lucas da Rosa,Janeiro,25,24028.68,PIX,
Emilly Almeida,Setembro,30,33014.32,Cartão de Crédito,1
Sarah Viana,Fevereiro,17,27841.17,PIX,
Dr. Davi Lucas da Rosa,Julho,18,12562.82,Cartão de Crédito,2
Alice da Paz,Junho,43,84097.75,Dinheiro,
Nicolas Pereira,Janeiro,30,44361.7,Cartão de Crédito,2
Sarah Viana,Agosto,17,10042.16,Dinheiro,
Clarice Porto,Outubro,34,32455.63,Dinheiro,
Sarah Viana,Abril,39,11794.81,Cartão de Crédito,4
Samuel Pereira,Outubro,19,5111.51,Dinheiro,
Enzo Santos,Maio,5,540.92,PIX,
Ana Sophia Araújo,Abril,11,10016.51,PIX,
Antônio Carvalho,Abril,5,7176.82,Dinheiro,
Ana Sophia Araújo,Junho,32,59467.95,PIX,
Sarah Viana,Fevereiro,44,74332.73,Cartão de Crédito,1
Dra. Pietra Viana,Outubro,26,34413.95,PIX,
Enzo Santos,Fevereiro,11,7832.29,PIX,
Ana Sophia Araújo,Julho,19,2669.59,PIX,
Alice da Paz,Maio,34,29240.37,Dinheiro,
Nicolas Pereira,Setembro,25,39307.63,Dinheiro,
Clarice Porto,Setembro,38,23411.24,PIX,
Dra. Pietra Viana,Fevereiro,30,3690.67,Dinheiro,
Sarah Viana,Julho,7,1037.2,Cartão de Crédito,4
Dr. Davi Lucas da Rosa,Agosto,1,1531.64,PIX,
Alice da Paz,Abril,42,42541.63,Dinheiro,
João Gabriel Monteiro,Maio,39,18517.76,Cartão de Crédito,1
Alice da Paz,Setembro,7,2171.62,Cartão de Crédito,4
Sra. Elisa das Neves,Outubro,46,70926.96,Cartão de Crédito,1
Nicolas Pereira,Outubro,2,846.84,Cartão de Crédito,3
Nicolas Pereira,Maio,6,11370.87,PIX,
Antônio Carvalho,Outubro,28,26619.71,Cartão de Crédito,2
Sarah Viana,Novembro,43,46700.9,Dinheiro,
Clarice Porto,Dezembro,27,53226.75,PIX,
Antônio Carvalho,Março,15,17675.09,Cartão de Crédito,4
